starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:09:10 2013	1372018150	0	2018	2018	2017
Sun Jun 23 20:08:50 2013	1372018130	0	2323	2323	2322
Sun Jun 23 20:09:08 2013	1372018148	0	2478	2478	2478
Sun Jun 23 20:08:52 2013	1372018132	0	2890	2890	2889
Sun Jun 23 20:08:47 2013	1372018127	1	2953	2954	2953
Sun Jun 23 20:09:05 2013	1372018145	0	2975	2975	2974
Sun Jun 23 20:08:59 2013	1372018139	0	3072	3072	3071
Sun Jun 23 20:09:12 2013	1372018152	0	3100	3100	3100
Sun Jun 23 20:08:55 2013	1372018135	0	3201	3201	3200
Sun Jun 23 20:09:02 2013	1372018142	0	3202	3202	3201
