starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:22:13 2013	1372022533	0	3091	3091	3091
Sun Jun 23 21:22:28 2013	1372022548	0	3119	3119	3119
Sun Jun 23 21:22:22 2013	1372022542	0	3124	3124	3124
Sun Jun 23 21:22:16 2013	1372022536	0	3126	3126	3126
Sun Jun 23 21:22:25 2013	1372022545	0	3134	3134	3134
Sun Jun 23 21:22:10 2013	1372022530	0	3153	3153	3153
Sun Jun 23 21:22:19 2013	1372022539	0	3162	3162	3161
Sun Jun 23 21:22:04 2013	1372022524	0	5343	5343	5343
Sun Jun 23 21:21:54 2013	1372022514	0	9802	9802	9802
Sun Jun 23 21:21:38 2013	1372022498	0	16388	16388	16387
