starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:51:04 2013	1372002664	0	2090	2090	2089
Sun Jun 23 15:51:07 2013	1372002667	0	2153	2153	2153
Sun Jun 23 15:51:02 2013	1372002662	0	2247	2247	2247
Sun Jun 23 15:51:14 2013	1372002674	0	2403	2403	2402
Sun Jun 23 15:51:19 2013	1372002679	0	2414	2414	2414
Sun Jun 23 15:51:17 2013	1372002677	0	2523	2523	2523
Sun Jun 23 15:51:09 2013	1372002669	0	2685	2685	2684
Sun Jun 23 15:50:56 2013	1372002656	1	2862	2862	2861
Sun Jun 23 15:51:11 2013	1372002671	0	2874	2875	2874
Sun Jun 23 15:50:59 2013	1372002659	0	3163	3163	3162
