starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:57:53 2013	1372003073	0	2716	2716	2715
Sun Jun 23 15:57:29 2013	1372003049	1	3004	3005	3003
Sun Jun 23 15:57:35 2013	1372003055	0	3018	3018	3017
Sun Jun 23 15:57:41 2013	1372003061	0	3020	3020	3020
Sun Jun 23 15:57:47 2013	1372003067	0	3037	3037	3037
Sun Jun 23 15:57:56 2013	1372003076	0	3162	3162	3161
Sun Jun 23 15:57:44 2013	1372003064	0	3164	3164	3164
Sun Jun 23 15:57:50 2013	1372003070	0	3184	3184	3183
Sun Jun 23 15:57:32 2013	1372003052	0	3184	3184	3184
Sun Jun 23 15:57:38 2013	1372003058	0	3186	3186	3185
