starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:58:41 2013	1372003121	0	2879	2879	2879
Sun Jun 23 15:58:44 2013	1372003124	0	2967	2967	2967
Sun Jun 23 15:58:31 2013	1372003111	1	3027	3027	3025
Sun Jun 23 15:58:50 2013	1372003130	0	3045	3045	3044
Sun Jun 23 15:58:59 2013	1372003139	0	3050	3050	3048
Sun Jun 23 15:58:38 2013	1372003118	0	3059	3059	3058
Sun Jun 23 15:58:56 2013	1372003136	0	3191	3191	3190
Sun Jun 23 15:58:47 2013	1372003127	0	3192	3192	3192
Sun Jun 23 15:58:34 2013	1372003114	0	3210	3210	3210
Sun Jun 23 15:58:53 2013	1372003133	0	3217	3217	3217
