starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:31:10 2013	1372023070	0	18701	18701	18700
Sun Jun 23 21:33:32 2013	1372023212	0	19205	19205	19205
Sun Jun 23 21:30:30 2013	1372023030	1	19322	19322	19321
Sun Jun 23 21:31:28 2013	1372023088	0	19896	19896	19895
Sun Jun 23 21:30:49 2013	1372023049	0	20561	20561	20560
Sun Jun 23 21:32:51 2013	1372023171	0	20649	20649	20649
Sun Jun 23 21:33:11 2013	1372023191	0	20681	20681	20681
Sun Jun 23 21:32:09 2013	1372023129	0	20704	20704	20703
Sun Jun 23 21:32:30 2013	1372023150	0	20764	20764	20764
Sun Jun 23 21:31:48 2013	1372023108	0	20801	20801	20801
