starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:29:33 2013	1372022973	0	3912	3912	3912
Sun Jun 23 21:29:45 2013	1372022985	0	3923	3923	3923
Sun Jun 23 21:29:37 2013	1372022977	0	3923	3923	3923
Sun Jun 23 21:29:41 2013	1372022981	0	3933	3933	3933
Sun Jun 23 21:29:22 2013	1372022962	0	10738	10739	10738
Sun Jun 23 21:28:30 2013	1372022910	0	13278	13278	13277
Sun Jun 23 21:27:57 2013	1372022877	0	13384	13385	13384
Sun Jun 23 21:28:43 2013	1372022923	0	18541	18541	18540
Sun Jun 23 21:28:10 2013	1372022890	0	19855	19855	19855
Sun Jun 23 21:29:02 2013	1372022942	0	20598	20598	20598
