starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:54:47 2013	1372002887	0	2311	2311	2311
Sun Jun 23 15:54:52 2013	1372002892	0	2328	2328	2327
Sun Jun 23 15:54:50 2013	1372002890	0	2439	2439	2439
Sun Jun 23 15:54:45 2013	1372002885	0	2471	2471	2471
Sun Jun 23 15:54:33 2013	1372002873	0	2902	2902	2902
Sun Jun 23 15:54:42 2013	1372002882	0	2909	2910	2909
Sun Jun 23 15:54:36 2013	1372002876	0	2934	2934	2934
Sun Jun 23 15:54:27 2013	1372002867	1	2940	2941	2939
Sun Jun 23 15:54:39 2013	1372002879	0	3099	3099	3099
Sun Jun 23 15:54:30 2013	1372002870	0	3104	3104	3104
