starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:06:10 2013	1372017970	0	8728	8728	8728
Sun Jun 23 20:05:28 2013	1372017928	0	9304	9304	9303
Sun Jun 23 20:05:18 2013	1372017918	0	9494	9494	9494
Sun Jun 23 20:06:19 2013	1372017979	0	9730	9730	9729
Sun Jun 23 20:05:37 2013	1372017937	0	9985	9985	9985
Sun Jun 23 20:04:43 2013	1372017883	1	11507	11508	11506
Sun Jun 23 20:05:06 2013	1372017906	0	11555	11555	11555
Sun Jun 23 20:04:55 2013	1372017895	0	11673	11673	11673
Sun Jun 23 20:05:59 2013	1372017959	0	11716	11716	11716
Sun Jun 23 20:05:47 2013	1372017947	0	11808	11808	11807
