starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:25:26 2013	1372022726	1	11509	11509	11508
Sun Jun 23 21:25:49 2013	1372022749	0	11537	11537	11536
Sun Jun 23 21:26:13 2013	1372022773	0	11554	11554	11554
Sun Jun 23 21:26:36 2013	1372022796	0	11564	11565	11564
Sun Jun 23 21:25:38 2013	1372022738	0	11576	11576	11575
Sun Jun 23 21:26:24 2013	1372022784	0	11591	11591	11591
Sun Jun 23 21:26:59 2013	1372022819	0	11595	11595	11595
Sun Jun 23 21:27:11 2013	1372022831	0	11628	11628	11628
Sun Jun 23 21:26:01 2013	1372022761	0	11645	11645	11645
Sun Jun 23 21:26:47 2013	1372022807	0	11666	11667	11666
