starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 20:13:15 2013	1372018395	0	1902	1902	1901
Sun Jun 23 20:13:10 2013	1372018390	0	2296	2296	2296
Sun Jun 23 20:13:08 2013	1372018388	0	2299	2299	2298
Sun Jun 23 20:13:00 2013	1372018380	0	2423	2423	2422
Sun Jun 23 20:13:05 2013	1372018385	0	2458	2458	2458
Sun Jun 23 20:13:12 2013	1372018392	0	2579	2579	2579
Sun Jun 23 20:13:17 2013	1372018397	0	2779	2779	2779
Sun Jun 23 20:13:20 2013	1372018400	0	2892	2892	2892
Sun Jun 23 20:13:02 2013	1372018382	0	2919	2919	2918
Sun Jun 23 20:13:22 2013	1372018402	0	3065	3065	3065
