starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:18:03 2013	1372022283	0	3944	3944	3944
Sun Jun 23 21:17:59 2013	1372022279	0	4190	4190	4190
Sun Jun 23 21:17:38 2013	1372022258	0	4192	4192	4192
Sun Jun 23 21:17:42 2013	1372022262	0	4196	4196	4196
Sun Jun 23 21:17:47 2013	1372022267	0	4209	4209	4209
Sun Jun 23 21:17:55 2013	1372022275	0	4229	4229	4229
Sun Jun 23 21:17:51 2013	1372022271	0	4229	4229	4229
Sun Jun 23 21:17:34 2013	1372022254	0	4571	4571	4571
Sun Jun 23 21:17:25 2013	1372022245	0	9074	9074	9074
Sun Jun 23 21:17:11 2013	1372022231	0	13705	13705	13703
