starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 15:40:22 2013	1372002022	0	8271	8271	8270
Sun Jun 23 15:40:13 2013	1372002013	0	8433	8433	8433
Sun Jun 23 15:40:30 2013	1372002030	0	9306	9306	9305
Sun Jun 23 15:40:39 2013	1372002039	0	9651	9651	9650
Sun Jun 23 15:39:40 2013	1372001980	0	9976	9976	9976
Sun Jun 23 15:39:29 2013	1372001969	0	11086	11087	11086
Sun Jun 23 15:40:02 2013	1372002002	0	11553	11553	11553
Sun Jun 23 15:39:50 2013	1372001990	0	11593	11593	11593
Sun Jun 23 15:39:18 2013	1372001958	0	11628	11629	11628
Sun Jun 23 15:39:06 2013	1372001946	1	11699	11700	11698
