starttime	seconds	ctime	dtime	ttime	wait
Sun Jun 23 21:27:48 2013	1372022868	0	2379	2379	2379
Sun Jun 23 21:27:46 2013	1372022866	0	2381	2381	2380
Sun Jun 23 21:27:50 2013	1372022870	0	2390	2390	2390
Sun Jun 23 21:27:43 2013	1372022863	0	2606	2606	2606
Sun Jun 23 21:27:25 2013	1372022845	1	2754	2755	2753
Sun Jun 23 21:27:34 2013	1372022854	0	3050	3050	3050
Sun Jun 23 21:27:28 2013	1372022848	0	3052	3052	3052
Sun Jun 23 21:27:40 2013	1372022860	0	3073	3073	3072
Sun Jun 23 21:27:37 2013	1372022857	0	3105	3105	3104
Sun Jun 23 21:27:31 2013	1372022851	0	3148	3148	3147
