starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:18:41 2013	1372101521	0	221	221	215
Mon Jun 24 19:18:43 2013	1372101523	0	264	264	260
Mon Jun 24 19:18:42 2013	1372101522	0	271	271	268
Mon Jun 24 19:18:42 2013	1372101522	0	272	272	269
Mon Jun 24 19:18:43 2013	1372101523	0	272	272	270
Mon Jun 24 19:18:42 2013	1372101522	0	273	273	270
Mon Jun 24 19:18:42 2013	1372101522	0	273	273	270
Mon Jun 24 19:18:43 2013	1372101523	0	273	273	270
Mon Jun 24 19:18:44 2013	1372101524	0	275	275	271
Mon Jun 24 19:18:43 2013	1372101523	0	276	276	274
