starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:17:49 2013	1372101469	0	273	273	270
Mon Jun 24 19:17:49 2013	1372101469	0	274	274	271
Mon Jun 24 19:17:49 2013	1372101469	0	275	275	272
Mon Jun 24 19:17:50 2013	1372101470	0	276	276	273
Mon Jun 24 19:17:49 2013	1372101469	1	275	276	271
Mon Jun 24 19:17:50 2013	1372101470	0	276	277	271
Mon Jun 24 19:17:48 2013	1372101468	0	276	277	270
Mon Jun 24 19:17:48 2013	1372101468	0	278	278	275
Mon Jun 24 19:17:51 2013	1372101471	0	279	279	275
Mon Jun 24 19:17:50 2013	1372101470	0	386	386	383
