starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:21:58 2013	1372101718	0	275	275	272
Mon Jun 24 19:21:56 2013	1372101716	0	275	275	273
Mon Jun 24 19:21:59 2013	1372101719	0	276	276	273
Mon Jun 24 19:21:58 2013	1372101718	0	277	277	273
Mon Jun 24 19:21:58 2013	1372101718	0	277	277	274
Mon Jun 24 19:21:58 2013	1372101718	0	278	278	275
Mon Jun 24 19:21:57 2013	1372101717	0	278	278	275
Mon Jun 24 19:21:57 2013	1372101717	0	278	278	275
Mon Jun 24 19:21:57 2013	1372101717	0	279	280	276
Mon Jun 24 19:21:55 2013	1372101715	0	1593	1594	1587
