starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:21:46 2013	1372101706	0	255	255	252
Mon Jun 24 19:21:47 2013	1372101707	0	272	273	269
Mon Jun 24 19:21:46 2013	1372101706	0	274	274	271
Mon Jun 24 19:21:47 2013	1372101707	0	275	275	272
Mon Jun 24 19:21:46 2013	1372101706	0	276	276	273
Mon Jun 24 19:21:47 2013	1372101707	0	276	276	272
Mon Jun 24 19:21:47 2013	1372101707	0	277	277	274
Mon Jun 24 19:21:45 2013	1372101705	0	278	278	276
Mon Jun 24 19:21:46 2013	1372101706	0	281	281	279
Mon Jun 24 19:21:45 2013	1372101705	0	731	731	726
