starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:21:31 2013	1372101691	0	264	264	260
Mon Jun 24 19:21:31 2013	1372101691	0	276	276	272
Mon Jun 24 19:21:30 2013	1372101690	0	276	276	273
Mon Jun 24 19:21:31 2013	1372101691	0	276	276	273
Mon Jun 24 19:21:30 2013	1372101690	0	276	276	274
Mon Jun 24 19:21:31 2013	1372101691	0	276	277	273
Mon Jun 24 19:21:30 2013	1372101690	0	278	278	276
Mon Jun 24 19:21:30 2013	1372101690	0	280	280	276
Mon Jun 24 19:21:29 2013	1372101689	0	968	968	965
Mon Jun 24 19:21:25 2013	1372101685	0	3132	3132	3126
