starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:22:24 2013	1372101744	0	273	273	269
Mon Jun 24 19:22:22 2013	1372101742	0	274	274	271
Mon Jun 24 19:22:22 2013	1372101742	0	277	277	274
Mon Jun 24 19:22:22 2013	1372101742	0	279	279	276
Mon Jun 24 19:22:24 2013	1372101744	0	279	279	276
Mon Jun 24 19:22:23 2013	1372101743	0	279	279	277
Mon Jun 24 19:22:22 2013	1372101742	0	281	281	278
Mon Jun 24 19:22:23 2013	1372101743	0	282	282	279
Mon Jun 24 19:22:23 2013	1372101743	0	284	284	282
Mon Jun 24 19:22:20 2013	1372101740	0	1650	1650	1644
