starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:19:17 2013	1372101557	0	253	253	249
Mon Jun 24 19:19:18 2013	1372101558	0	262	262	258
Mon Jun 24 19:19:18 2013	1372101558	0	262	262	258
Mon Jun 24 19:19:16 2013	1372101556	0	268	268	265
Mon Jun 24 19:19:16 2013	1372101556	0	274	274	268
Mon Jun 24 19:19:16 2013	1372101556	0	274	274	270
Mon Jun 24 19:19:17 2013	1372101557	0	275	276	271
Mon Jun 24 19:19:18 2013	1372101558	0	276	276	272
Mon Jun 24 19:19:18 2013	1372101558	0	277	277	273
Mon Jun 24 19:19:17 2013	1372101557	0	390	390	266
