starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:22:36 2013	1372101756	0	267	267	259
Mon Jun 24 19:22:37 2013	1372101757	0	274	274	271
Mon Jun 24 19:22:38 2013	1372101758	0	275	275	272
Mon Jun 24 19:22:37 2013	1372101757	0	275	275	272
Mon Jun 24 19:22:36 2013	1372101756	0	275	275	273
Mon Jun 24 19:22:38 2013	1372101758	0	276	276	273
Mon Jun 24 19:22:37 2013	1372101757	0	276	276	273
Mon Jun 24 19:22:38 2013	1372101758	0	277	277	274
Mon Jun 24 19:22:37 2013	1372101757	0	277	277	274
Mon Jun 24 19:22:39 2013	1372101759	0	277	278	275
