dem_req_rate	req_rate_localhost	con_rate_localhost	min_rep_rate_localhost	avg_rep_rate_localhost	max_rep_rate_localhost	stddev_rep_rate_localhost	resp_time_localhost	net_io_localhost	errors_localhost
20	0.9	0.9	0.8	0.8	0.8	0.0	7089.6	9.1	0
40	0.9	0.9	0.8	0.8	0.8	0.0	7036.7	9.4	0
60	0.9	0.9	0.8	0.8	0.8	0.0	7562.2	8.7	0
80	0.9	0.9	0.8	0.8	0.8	0.0	7401.7	8.9	0
100	0.9	0.9	0.8	0.8	0.8	0.0	7297.2	9.3	0
120	0.8	0.8	0.8	0.8	0.8	0.0	7607.9	8.5	0
140	0.9	0.9	0.8	0.8	0.8	0.0	7274.0	9.2	0
160	0.9	0.9	0.8	0.8	0.8	0.0	7439.6	9.0	0
180	0.9	0.9	0.8	0.8	0.8	0.0	7382.7	9.0	0
200	0.9	0.9	0.8	0.8	0.8	0.0	7353.0	9.2	0
