dem_req_rate	req_rate_localhost	con_rate_localhost	min_rep_rate_localhost	avg_rep_rate_localhost	max_rep_rate_localhost	stddev_rep_rate_localhost	resp_time_localhost	net_io_localhost	errors_localhost
20	2.6	2.6	0.0	0.0	0.0	0.0	2023.9	11.9	0
40	3.0	3.0	0.0	0.0	0.0	0.0	1968.2	13.7	0
60	2.7	2.7	0.0	0.0	0.0	0.0	1963.1	12.5	0
80	2.8	2.8	0.0	0.0	0.0	0.0	2080.2	13.0	0
100	2.8	2.8	0.0	0.0	0.0	0.0	2106.7	12.8	0
120	3.1	3.1	0.0	0.0	0.0	0.0	2005.4	14.4	0
140	2.9	2.9	0.0	0.0	0.0	0.0	1969.3	13.5	0
160	2.4	2.4	0.0	0.0	0.0	0.0	2326.2	11.2	0
180	2.7	2.7	0.0	0.0	0.0	0.0	2069.0	12.6	0
200	2.8	2.8	0.0	0.0	0.0	0.0	1939.7	12.9	0
