dem_req_rate	req_rate_localhost	con_rate_localhost	min_rep_rate_localhost	avg_rep_rate_localhost	max_rep_rate_localhost	stddev_rep_rate_localhost	resp_time_localhost	net_io_localhost	errors_localhost
20	0.4	0.4	0.2	0.4	0.4	0.1	14078.3	3.3	0
40	0.4	0.4	0.2	0.4	0.4	0.1	14361.7	3.3	0
60	0.4	0.4	0.2	0.4	0.4	0.1	14124.1	3.4	0
80	0.4	0.4	0.2	0.4	0.4	0.1	14567.9	3.3	0
100	0.4	0.4	0.2	0.4	0.4	0.1	14223.5	3.5	0
120	0.4	0.4	0.2	0.4	0.4	0.1	14186.9	3.5	0
140	0.4	0.4	0.2	0.4	0.4	0.1	13833.6	3.4	0
160	0.4	0.4	0.2	0.4	0.6	0.2	13753.6	3.5	0
180	0.4	0.4	0.2	0.4	0.4	0.1	14089.3	3.4	0
200	0.4	0.4	0.4	0.4	0.4	0.0	13193.6	3.6	0
