dem_req_rate	req_rate_localhost	con_rate_localhost	min_rep_rate_localhost	avg_rep_rate_localhost	max_rep_rate_localhost	stddev_rep_rate_localhost	resp_time_localhost	net_io_localhost	errors_localhost
20	1.5	1.0	0.0	0.6	1.6	0.6	24601.0	0.8	162.295081967213
40	0.9	1.2	0.0	0.0	0.0	0.0	0.0	0.3	101
60	0.7	1.2	0.0	0.0	0.0	0.0	0.0	0.2	101
80	0.9	1.0	0.0	0.1	1.2	0.3	46991.3	0.3	1250
100	1.2	1.0	0.0	0.2	1.4	0.5	40168.3	0.5	400
120	1.2	1.2	0.0	0.0	0.0	0.0	0.0	0.3	101
140	1.0	1.2	0.0	0.0	0.0	0.0	0.0	0.3	101
160	1.1	1.0	0.0	0.2	1.2	0.4	42373.5	0.4	555.555555555556
180	1.2	1.0	0.0	0.2	1.4	0.5	42291.5	0.5	454.545454545455
200	1.0	1.0	0.0	0.1	1.2	0.3	47108.2	0.3	1666.66666666667
