starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 20:04:49 2013	1372104289	0	266	266	266
Mon Jun 24 20:04:59 2013	1372104299	0	267	267	266
Mon Jun 24 20:04:58 2013	1372104298	0	267	268	267
Mon Jun 24 20:04:48 2013	1372104288	0	267	268	267
Mon Jun 24 20:04:48 2013	1372104288	0	267	268	267
Mon Jun 24 20:04:43 2013	1372104283	0	267	268	267
Mon Jun 24 20:05:01 2013	1372104301	0	268	268	268
Mon Jun 24 20:04:58 2013	1372104298	0	268	268	268
Mon Jun 24 20:04:57 2013	1372104297	0	268	268	268
Mon Jun 24 20:04:52 2013	1372104292	0	268	268	268
Mon Jun 24 20:04:37 2013	1372104277	0	268	268	268
Mon Jun 24 20:04:48 2013	1372104288	0	268	268	268
Mon Jun 24 20:04:55 2013	1372104295	0	268	268	268
Mon Jun 24 20:04:51 2013	1372104291	0	269	269	268
Mon Jun 24 20:04:54 2013	1372104294	0	269	269	268
Mon Jun 24 20:05:00 2013	1372104300	0	269	269	268
Mon Jun 24 20:04:41 2013	1372104281	0	269	269	268
Mon Jun 24 20:04:45 2013	1372104285	0	269	269	268
Mon Jun 24 20:04:43 2013	1372104283	0	269	269	268
Mon Jun 24 20:04:47 2013	1372104287	0	269	269	268
Mon Jun 24 20:04:59 2013	1372104299	0	269	269	269
Mon Jun 24 20:04:46 2013	1372104286	0	269	269	269
Mon Jun 24 20:04:39 2013	1372104279	0	269	269	269
Mon Jun 24 20:04:44 2013	1372104284	0	269	269	269
Mon Jun 24 20:04:44 2013	1372104284	0	269	269	269
Mon Jun 24 20:04:53 2013	1372104293	0	269	269	269
Mon Jun 24 20:04:49 2013	1372104289	0	269	269	269
Mon Jun 24 20:04:44 2013	1372104284	0	269	269	269
Mon Jun 24 20:04:57 2013	1372104297	0	269	269	269
Mon Jun 24 20:04:52 2013	1372104292	0	269	269	269
Mon Jun 24 20:04:41 2013	1372104281	0	269	270	269
Mon Jun 24 20:04:36 2013	1372104276	0	270	270	269
Mon Jun 24 20:04:57 2013	1372104297	0	270	270	269
Mon Jun 24 20:04:57 2013	1372104297	0	270	270	269
Mon Jun 24 20:04:55 2013	1372104295	0	270	270	269
Mon Jun 24 20:05:01 2013	1372104301	0	270	270	269
Mon Jun 24 20:04:52 2013	1372104292	0	270	270	269
Mon Jun 24 20:04:46 2013	1372104286	0	270	270	269
Mon Jun 24 20:05:00 2013	1372104300	0	270	270	269
Mon Jun 24 20:04:45 2013	1372104285	0	270	270	269
Mon Jun 24 20:05:00 2013	1372104300	0	270	270	270
Mon Jun 24 20:04:38 2013	1372104278	0	270	270	270
Mon Jun 24 20:04:42 2013	1372104282	0	270	270	270
Mon Jun 24 20:05:00 2013	1372104300	0	270	270	270
Mon Jun 24 20:04:55 2013	1372104295	0	270	270	270
Mon Jun 24 20:04:44 2013	1372104284	0	270	270	270
Mon Jun 24 20:04:58 2013	1372104298	0	270	270	270
Mon Jun 24 20:04:53 2013	1372104293	0	270	270	270
Mon Jun 24 20:04:39 2013	1372104279	0	270	270	270
Mon Jun 24 20:04:41 2013	1372104281	0	270	270	270
Mon Jun 24 20:04:36 2013	1372104276	0	270	270	270
Mon Jun 24 20:04:45 2013	1372104285	0	270	270	270
Mon Jun 24 20:04:46 2013	1372104286	0	270	270	270
Mon Jun 24 20:04:47 2013	1372104287	0	270	270	270
Mon Jun 24 20:04:40 2013	1372104280	0	270	270	270
Mon Jun 24 20:04:56 2013	1372104296	0	270	270	270
Mon Jun 24 20:05:02 2013	1372104302	0	270	270	270
Mon Jun 24 20:04:40 2013	1372104280	0	270	270	270
Mon Jun 24 20:04:54 2013	1372104294	0	270	271	270
Mon Jun 24 20:04:48 2013	1372104288	0	270	271	270
Mon Jun 24 20:04:51 2013	1372104291	0	270	271	270
Mon Jun 24 20:04:56 2013	1372104296	0	271	271	270
Mon Jun 24 20:05:01 2013	1372104301	0	271	271	270
