starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 20:04:06 2013	1372104246	0	266	266	265
Mon Jun 24 20:04:18 2013	1372104258	0	267	267	267
Mon Jun 24 20:04:06 2013	1372104246	0	267	268	267
Mon Jun 24 20:04:07 2013	1372104247	0	268	268	267
Mon Jun 24 20:04:00 2013	1372104240	0	268	268	268
Mon Jun 24 20:03:56 2013	1372104236	0	268	269	268
Mon Jun 24 20:04:06 2013	1372104246	0	269	269	268
Mon Jun 24 20:04:09 2013	1372104249	0	269	269	268
Mon Jun 24 20:04:09 2013	1372104249	0	269	269	269
Mon Jun 24 20:04:09 2013	1372104249	0	269	269	269
Mon Jun 24 20:04:10 2013	1372104250	0	269	269	269
Mon Jun 24 20:04:15 2013	1372104255	0	270	270	269
Mon Jun 24 20:04:18 2013	1372104258	0	270	270	269
Mon Jun 24 20:03:56 2013	1372104236	0	270	270	269
Mon Jun 24 20:04:19 2013	1372104259	0	270	270	269
Mon Jun 24 20:04:04 2013	1372104244	0	270	270	270
Mon Jun 24 20:04:04 2013	1372104244	0	270	270	270
Mon Jun 24 20:04:07 2013	1372104247	0	270	270	270
Mon Jun 24 20:04:07 2013	1372104247	0	270	270	270
Mon Jun 24 20:04:08 2013	1372104248	0	270	270	270
Mon Jun 24 20:04:07 2013	1372104247	0	270	270	270
Mon Jun 24 20:04:05 2013	1372104245	0	270	270	270
Mon Jun 24 20:04:08 2013	1372104248	0	270	270	270
Mon Jun 24 20:03:55 2013	1372104235	0	270	270	270
Mon Jun 24 20:04:19 2013	1372104259	0	270	270	270
Mon Jun 24 20:04:14 2013	1372104254	0	270	270	270
Mon Jun 24 20:04:03 2013	1372104243	0	270	270	270
Mon Jun 24 20:04:13 2013	1372104253	0	270	270	270
Mon Jun 24 20:03:54 2013	1372104234	0	270	270	270
Mon Jun 24 20:04:15 2013	1372104255	0	271	271	270
Mon Jun 24 20:03:58 2013	1372104238	0	271	271	270
Mon Jun 24 20:03:58 2013	1372104238	0	271	271	271
Mon Jun 24 20:04:19 2013	1372104259	0	271	271	271
Mon Jun 24 20:04:17 2013	1372104257	0	271	271	271
Mon Jun 24 20:04:08 2013	1372104248	1	270	271	270
Mon Jun 24 20:04:00 2013	1372104240	0	271	271	271
Mon Jun 24 20:04:02 2013	1372104242	0	271	271	271
Mon Jun 24 20:04:10 2013	1372104250	0	271	271	271
Mon Jun 24 20:04:16 2013	1372104256	0	271	271	271
Mon Jun 24 20:04:11 2013	1372104251	0	271	271	271
Mon Jun 24 20:03:56 2013	1372104236	0	271	271	271
Mon Jun 24 20:03:54 2013	1372104234	0	271	271	270
Mon Jun 24 20:04:05 2013	1372104245	0	271	271	271
Mon Jun 24 20:04:03 2013	1372104243	0	271	271	271
Mon Jun 24 20:03:55 2013	1372104235	0	271	271	271
Mon Jun 24 20:04:08 2013	1372104248	0	271	271	271
Mon Jun 24 20:04:10 2013	1372104250	0	271	271	271
Mon Jun 24 20:04:10 2013	1372104250	0	271	271	271
Mon Jun 24 20:04:14 2013	1372104254	0	271	271	271
Mon Jun 24 20:04:11 2013	1372104251	0	271	272	271
Mon Jun 24 20:03:59 2013	1372104239	0	271	272	271
Mon Jun 24 20:04:01 2013	1372104241	0	271	272	271
Mon Jun 24 20:03:57 2013	1372104237	0	271	272	271
Mon Jun 24 20:04:01 2013	1372104241	0	272	272	271
Mon Jun 24 20:04:00 2013	1372104240	0	272	272	271
Mon Jun 24 20:04:01 2013	1372104241	0	272	272	271
Mon Jun 24 20:04:04 2013	1372104244	0	272	272	272
Mon Jun 24 20:03:55 2013	1372104235	0	272	272	272
Mon Jun 24 20:04:16 2013	1372104256	0	272	272	272
Mon Jun 24 20:04:17 2013	1372104257	0	272	272	272
Mon Jun 24 20:04:11 2013	1372104251	0	272	272	272
Mon Jun 24 20:03:54 2013	1372104234	0	272	272	271
Mon Jun 24 20:04:11 2013	1372104251	0	272	272	272
Mon Jun 24 20:04:16 2013	1372104256	0	272	272	272
Mon Jun 24 20:04:06 2013	1372104246	0	272	272	272
Mon Jun 24 20:04:04 2013	1372104244	0	272	272	272
Mon Jun 24 20:04:12 2013	1372104252	0	272	272	272
Mon Jun 24 20:04:15 2013	1372104255	0	272	272	272
Mon Jun 24 20:04:18 2013	1372104258	0	272	272	272
Mon Jun 24 20:04:03 2013	1372104243	0	272	272	271
Mon Jun 24 20:03:58 2013	1372104238	0	272	272	272
Mon Jun 24 20:04:12 2013	1372104252	0	272	272	272
Mon Jun 24 20:04:13 2013	1372104253	0	272	272	272
Mon Jun 24 20:03:59 2013	1372104239	0	272	272	272
Mon Jun 24 20:04:03 2013	1372104243	0	272	272	272
Mon Jun 24 20:04:01 2013	1372104241	0	272	273	272
Mon Jun 24 20:04:12 2013	1372104252	0	273	273	272
Mon Jun 24 20:04:17 2013	1372104257	0	273	273	273
Mon Jun 24 20:03:58 2013	1372104238	0	273	273	272
Mon Jun 24 20:04:20 2013	1372104260	0	273	273	273
Mon Jun 24 20:04:02 2013	1372104242	0	273	273	273
Mon Jun 24 20:04:15 2013	1372104255	0	273	273	273
Mon Jun 24 20:03:56 2013	1372104236	0	273	273	273
Mon Jun 24 20:04:16 2013	1372104256	0	273	273	273
Mon Jun 24 20:04:20 2013	1372104260	0	273	273	273
Mon Jun 24 20:03:57 2013	1372104237	0	273	273	273
Mon Jun 24 20:04:02 2013	1372104242	0	273	273	273
Mon Jun 24 20:04:18 2013	1372104258	0	273	273	273
Mon Jun 24 20:03:57 2013	1372104237	0	273	273	273
Mon Jun 24 20:04:19 2013	1372104259	0	274	274	273
Mon Jun 24 20:04:13 2013	1372104253	0	274	274	274
Mon Jun 24 20:04:20 2013	1372104260	0	274	274	274
Mon Jun 24 20:03:59 2013	1372104239	0	274	274	274
Mon Jun 24 20:04:13 2013	1372104253	0	275	275	274
Mon Jun 24 20:03:55 2013	1372104235	0	275	275	274
Mon Jun 24 20:03:53 2013	1372104233	0	275	275	275
Mon Jun 24 20:04:05 2013	1372104245	0	280	280	280
Mon Jun 24 20:03:59 2013	1372104239	0	397	397	397
Mon Jun 24 20:04:14 2013	1372104254	0	413	413	413
Mon Jun 24 20:03:47 2013	1372104227	1	6313	6314	6313
