starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:42:53 2013	1372102973	0	265	265	261
Mon Jun 24 19:42:43 2013	1372102963	0	275	275	271
Mon Jun 24 19:42:54 2013	1372102974	0	275	275	272
Mon Jun 24 19:42:57 2013	1372102977	0	276	276	272
Mon Jun 24 19:43:01 2013	1372102981	0	276	276	273
Mon Jun 24 19:43:02 2013	1372102982	0	276	276	273
Mon Jun 24 19:43:07 2013	1372102987	0	276	276	273
Mon Jun 24 19:42:41 2013	1372102961	0	276	276	274
Mon Jun 24 19:42:57 2013	1372102977	0	276	277	273
Mon Jun 24 19:42:42 2013	1372102962	0	277	277	274
Mon Jun 24 19:43:06 2013	1372102986	0	277	277	274
Mon Jun 24 19:42:52 2013	1372102972	0	278	278	275
Mon Jun 24 19:42:55 2013	1372102975	0	278	278	275
Mon Jun 24 19:42:51 2013	1372102971	0	278	278	274
Mon Jun 24 19:42:48 2013	1372102968	0	278	278	274
Mon Jun 24 19:42:46 2013	1372102966	0	278	278	274
Mon Jun 24 19:42:44 2013	1372102964	0	278	278	274
Mon Jun 24 19:42:51 2013	1372102971	0	278	279	275
Mon Jun 24 19:42:53 2013	1372102973	0	278	279	275
Mon Jun 24 19:42:55 2013	1372102975	0	279	279	275
Mon Jun 24 19:42:53 2013	1372102973	0	279	279	275
Mon Jun 24 19:42:47 2013	1372102967	0	279	279	275
Mon Jun 24 19:43:05 2013	1372102985	0	279	279	275
Mon Jun 24 19:43:03 2013	1372102983	0	279	279	276
Mon Jun 24 19:42:50 2013	1372102970	0	279	279	275
Mon Jun 24 19:42:58 2013	1372102978	0	279	279	275
Mon Jun 24 19:43:08 2013	1372102988	0	279	279	276
Mon Jun 24 19:43:04 2013	1372102984	0	279	279	275
Mon Jun 24 19:42:52 2013	1372102972	0	279	279	276
Mon Jun 24 19:42:49 2013	1372102969	0	279	279	276
Mon Jun 24 19:42:46 2013	1372102966	0	279	279	276
Mon Jun 24 19:42:55 2013	1372102975	0	279	279	276
Mon Jun 24 19:42:53 2013	1372102973	0	279	279	276
Mon Jun 24 19:42:44 2013	1372102964	0	279	279	275
Mon Jun 24 19:43:02 2013	1372102982	0	279	279	276
Mon Jun 24 19:43:07 2013	1372102987	0	279	279	276
