starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:42:19 2013	1372102939	0	223	223	219
Mon Jun 24 19:42:19 2013	1372102939	0	225	226	222
Mon Jun 24 19:42:12 2013	1372102932	0	241	241	237
Mon Jun 24 19:42:19 2013	1372102939	0	250	251	247
Mon Jun 24 19:42:19 2013	1372102939	0	255	255	251
Mon Jun 24 19:42:15 2013	1372102935	0	258	258	255
Mon Jun 24 19:42:05 2013	1372102925	0	260	260	257
Mon Jun 24 19:42:12 2013	1372102932	0	261	261	257
Mon Jun 24 19:42:18 2013	1372102938	0	264	264	261
Mon Jun 24 19:41:59 2013	1372102919	0	266	267	263
Mon Jun 24 19:41:59 2013	1372102919	0	267	267	262
Mon Jun 24 19:42:15 2013	1372102935	0	269	269	265
Mon Jun 24 19:42:04 2013	1372102924	0	272	272	269
Mon Jun 24 19:41:58 2013	1372102918	0	273	273	270
Mon Jun 24 19:42:09 2013	1372102929	0	273	273	270
Mon Jun 24 19:42:00 2013	1372102920	0	273	273	270
Mon Jun 24 19:42:18 2013	1372102938	0	273	274	269
Mon Jun 24 19:42:16 2013	1372102936	0	273	274	270
Mon Jun 24 19:42:16 2013	1372102936	0	274	274	270
Mon Jun 24 19:41:58 2013	1372102918	0	274	274	270
Mon Jun 24 19:41:56 2013	1372102916	0	274	274	271
Mon Jun 24 19:42:01 2013	1372102921	0	274	274	271
Mon Jun 24 19:42:07 2013	1372102927	0	274	274	271
Mon Jun 24 19:42:03 2013	1372102923	0	274	274	271
Mon Jun 24 19:41:57 2013	1372102917	0	274	274	271
Mon Jun 24 19:42:09 2013	1372102929	0	274	275	271
Mon Jun 24 19:41:58 2013	1372102918	0	274	275	271
Mon Jun 24 19:41:59 2013	1372102919	0	275	275	272
Mon Jun 24 19:42:11 2013	1372102931	0	275	275	270
Mon Jun 24 19:41:54 2013	1372102914	0	275	275	272
Mon Jun 24 19:42:13 2013	1372102933	0	275	275	272
Mon Jun 24 19:42:07 2013	1372102927	1	275	275	271
Mon Jun 24 19:42:00 2013	1372102920	0	275	275	272
Mon Jun 24 19:42:08 2013	1372102928	0	275	275	272
Mon Jun 24 19:42:15 2013	1372102935	0	275	275	272
Mon Jun 24 19:41:57 2013	1372102917	0	275	275	272
Mon Jun 24 19:42:17 2013	1372102937	0	275	276	271
Mon Jun 24 19:42:05 2013	1372102925	0	276	276	273
Mon Jun 24 19:42:21 2013	1372102941	0	276	276	272
