starttime	seconds	ctime	dtime	ttime	wait
Mon Jun 24 19:40:25 2013	1372102825	0	221	221	218
Mon Jun 24 19:40:25 2013	1372102825	0	228	228	226
Mon Jun 24 19:40:25 2013	1372102825	0	234	234	232
Mon Jun 24 19:40:39 2013	1372102839	0	258	259	255
Mon Jun 24 19:40:42 2013	1372102842	0	262	262	259
Mon Jun 24 19:40:37 2013	1372102837	0	263	263	260
Mon Jun 24 19:40:38 2013	1372102838	0	267	267	264
Mon Jun 24 19:40:48 2013	1372102848	0	268	268	265
Mon Jun 24 19:40:26 2013	1372102826	0	268	268	265
Mon Jun 24 19:40:33 2013	1372102833	0	269	270	265
Mon Jun 24 19:40:37 2013	1372102837	0	272	272	269
Mon Jun 24 19:40:28 2013	1372102828	0	272	272	269
Mon Jun 24 19:40:39 2013	1372102839	0	272	272	269
Mon Jun 24 19:40:31 2013	1372102831	0	273	273	270
Mon Jun 24 19:40:44 2013	1372102844	0	274	274	271
Mon Jun 24 19:40:44 2013	1372102844	0	274	274	271
Mon Jun 24 19:40:21 2013	1372102821	0	274	274	272
Mon Jun 24 19:40:44 2013	1372102844	0	274	275	271
Mon Jun 24 19:40:31 2013	1372102831	0	275	275	272
Mon Jun 24 19:40:43 2013	1372102843	0	275	275	272
Mon Jun 24 19:40:46 2013	1372102846	0	275	275	272
Mon Jun 24 19:40:21 2013	1372102821	0	275	275	272
Mon Jun 24 19:40:45 2013	1372102845	0	275	275	272
Mon Jun 24 19:40:29 2013	1372102829	0	275	276	272
Mon Jun 24 19:40:46 2013	1372102846	0	276	276	273
Mon Jun 24 19:40:34 2013	1372102834	0	276	276	273
Mon Jun 24 19:40:42 2013	1372102842	0	276	276	272
Mon Jun 24 19:40:47 2013	1372102847	0	276	276	273
Mon Jun 24 19:40:32 2013	1372102832	0	276	276	273
Mon Jun 24 19:40:46 2013	1372102846	0	276	276	273
Mon Jun 24 19:40:43 2013	1372102843	0	276	276	273
Mon Jun 24 19:40:42 2013	1372102842	0	276	276	273
Mon Jun 24 19:40:30 2013	1372102830	0	276	276	273
Mon Jun 24 19:40:23 2013	1372102823	0	276	276	273
Mon Jun 24 19:40:42 2013	1372102842	0	276	276	273
Mon Jun 24 19:40:32 2013	1372102832	0	276	276	273
Mon Jun 24 19:40:33 2013	1372102833	0	276	276	273
Mon Jun 24 19:40:44 2013	1372102844	0	276	276	274
Mon Jun 24 19:40:36 2013	1372102836	0	276	277	274
Mon Jun 24 19:40:34 2013	1372102834	0	277	277	273
Mon Jun 24 19:40:47 2013	1372102847	0	277	277	273
Mon Jun 24 19:40:36 2013	1372102836	0	277	277	274
Mon Jun 24 19:40:29 2013	1372102829	0	277	277	274
Mon Jun 24 19:40:43 2013	1372102843	0	277	277	274
Mon Jun 24 19:40:25 2013	1372102825	0	277	277	274
Mon Jun 24 19:40:23 2013	1372102823	0	277	277	274
Mon Jun 24 19:40:30 2013	1372102830	0	277	277	275
Mon Jun 24 19:40:36 2013	1372102836	0	277	277	274
